id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
534,Fillet de Boeuf a la Parisienne,,2,2,1900,1900,,
535,Fried Chicken a la Maryland,,28,28,1898,1958,0.2,5.6
536,Fried sole,,65,65,1899,1961,0.0,0.4
537,Salt mackerel,,327,334,1859,1945,0.0,30.0
538,Bouchees aux Macaroni,,2,2,1900,1900,,
539,Cold Ham with Potato Salad,,36,36,1900,1955,0.0,1.75
540,mutton chops with potato chips,,2,2,1901,1901,0.0,0.0
541,Pork Sausage and Lyonaisse Potatoes,,1,1,1901,1901,0.0,0.0
542,"Tenderloin of pork, Robert sauce",,2,2,1900,1900,0.0,0.0
543,Roast Goose & Apple Sauce,,3,3,1900,1900,,
544,Oyster Stew,,431,455,1882,1982,0.0,50.0
545,Hot Breads,,17,17,1901,1954,0.0,0.0
548,Pork Sausage and Lyonnaise Potatoes,,9,9,1901,1901,0.0,0.0
549,"Baked Apple Dumpling, Hard Sauce",,15,15,1900,1953,0.1,0.3
550,Potato a la Maitre d'Hotel,,4,4,1892,1901,0.15,0.15
551,Cracked Wheat with Fresh Milk,,5,5,1901,1901,0.0,0.0
552,Boiled Cabbage,,21,22,1900,1962,0.05,0.35
553,Strawberries and Cream,,340,359,1880,1969,0.0,50.0
554,Chicken Liver with Mushrooms,,12,12,1900,1914,0.3,0.6
555,Mashed Pumpkins,,3,3,1900,1900,,
556,Roast in shell,,4,4,1900,1918,0.5,40.0
557,"Bread Pudding, Hard Sauce",,5,5,1901,1914,0.05,0.1
558,Indo Curry & Rice,,2,2,1900,1900,,
559,Steamed Apple Pudding & Hard Sauce,,2,2,1900,1900,,
561,Rice or Tapioca Pudding,,1,1,1901,1901,0.05,0.05
562,Fruit Pie,,36,36,1900,1981,0.0,1.2
563,Chocolate Pudding with Cream,,16,17,1901,1985,0.05,0.4
564,Scotch Sandwiches,,2,2,1900,1900,,
565,Chocolate Cream & Sauce,,2,2,1900,1900,,
566,Corn Starch Pudding with Cream,,4,4,1901,1901,0.0,0.0
567,Swiss Rolls,,7,7,1900,1900,,
568,Cold Ham,,592,598,1854,1972,0.0,45.0
569,Cup Custard,,886,954,1854,2928,0.0,25.0
570,Codfish Cakes,,198,209,1859,1949,0.0,30.0
571,Jam and Marmalade,,10,10,1900,1910,,
572,Lettuce,,923,976,1859,1988,0.0,35.0
573,Cum-quats,,3,3,1900,1900,,
574,Raisin and Pound Cake,,3,3,1901,1901,0.0,0.0
575,Orange,,863,973,1,1975,0.0,25.0
576,Fillet Steak and Lamb Chops to Order,,1,1,1901,1901,,
577,Calf's Liver Saute,,8,8,1900,1952,0.4,2.25
578,Brazil Nuts,,28,28,1852,1948,0.15,0.3
579,Almonds & Raisins,,6,6,1882,1901,0.25,0.25
580,Cheshire Cheese,,91,91,1865,1974,0.15,0.35
581,Stilton Cheese,,287,324,1881,1987,0.0,10.0
582,Broiled Lambs Kidney,,3,3,1901,1901,0.0,0.0
583,MacLaren Cheese,,16,16,1896,1900,,
584,China & Indian Teas,,9,9,1900,1900,,
585,Stewed Tripe Spanish,,17,17,1900,1901,0.0,0.0
587,Eggs Bacon and Ham to Order,,2,2,1901,1901,,
588,Breakfast Jem,,2,2,1901,1901,0.0,0.0
589,Breakfast Rolls,,42,46,1899,1967,0.0,0.3
590,Germea,,20,20,1899,1901,0.0,0.0
591,Butter Cakes with Maple Syrup,,1,1,1901,1901,0.0,0.0
594,Bananas & Apples,,2,2,1901,1901,0.0,0.0
595,Hot Rolls,,382,406,1853,1983,0.05,0.25
596,Tea Coffee and Cocoa,,2,2,1901,1901,,
597,"Kraftsuppe, Prinzessin Art",,2,2,1900,1900,0.0,0.0
599,Boiled Mackerel,,9,9,1859,1906,0.15,0.15
600,Sonoma,,1,1,1901,1901,0.0,0.0
601,"Gekochter Steinbutt, Granatsauce, zerlassene Butter",,2,2,1900,1900,0.0,0.0
602,Findon Haddocks,,4,4,1901,1901,0.0,0.0
603,Cromesquis von Schinken,,3,3,1899,1900,0.0,0.0
604,Curried Pork & Rice,,11,11,1900,1901,0.0,0.0
605,Fillet Steaks and Mushrooms,,2,2,1901,1901,0.0,0.0
607,"Blumenkohl, hollandische Sauce",,4,4,1900,1906,0.0,0.0
609,"Cotelettes de Veau, Sauce Tomate",,3,3,1901,1901,,
610,Gratinierter Eierkuchen nach Mornay,,2,2,1900,1900,0.0,0.0
614,"Entenbraten, Bordeaux Sauce",,2,2,1900,1900,0.0,0.0
615,Boiled Fried potatoes,,5,5,1900,1906,0.05,0.1
616,"Pork Sausages, Snowflake Potatoes",,3,3,1901,1901,0.0,0.0
619,Lambs' Liver with Bacon,,2,2,1901,1901,0.0,0.0
621,Tea + Coffee,,1,1,1901,1901,0.0,0.0
622,Mutton Chops & Potato Chips,,4,4,1901,1901,0.0,0.0
623,Citronen-Auflauf,,4,4,1899,1905,0.0,0.0
625,Cape Horn Hash,,2,2,1901,1901,0.0,0.0
627,A. A. Oats with Fresh Milk,,1,1,1901,1901,,
628,Fried Whiting,,26,26,1900,1917,0.0,45.0
630,Pikelets,,3,3,1901,1901,0.0,0.0
632,Flannel Cakes,,28,28,1889,1937,0.1,0.3
634,Saute of Sheeps Kidney,,2,2,1901,1901,0.0,0.0
635,"Smoked Schnapper, Butter Sauce",,1,1,1901,1901,0.0,0.0
636,Fillet Steak Fried Potatoes,,1,1,1901,1901,0.0,0.0
637,&,,4,4,1901,1901,0.0,0.0
638,Finnon Haddock Butter Sauce,,1,1,1901,1901,0.0,0.0
640,Mutton Stew,,24,24,1899,1906,0.1,0.15
641,Broiled Lamb Chops,,76,79,1891,1967,0.0,5.25
642,"Eggs, Bacon and Ham to Order",,2,2,1901,1901,,
644,Wheat Cakes,,200,207,1,1959,0.0,15.0
645,N.Y. Public Library,,2,2,1895,1907,0.0,0.0
646,Beef Steak & onions,,10,10,1900,1901,0.0,0.0
647,Fried Bananas,,57,57,1886,1975,0.25,0.4
648,Egg to Order,,17,17,1900,1948,,
649,Beef Steak and Champignons,,1,1,1900,1900,0.0,0.0
650,Boiled potato,,74,74,1893,1965,0.05,0.7
651,Currant Buns,,54,54,1896,1965,0.05,0.1
653,Waffle,,28,28,1900,1969,0.0,0.8
654,Jam & Marmalade,,3,3,1900,1900,,
655,Broiled or Fried Spring Chicken,,4,4,1900,1921,0.65,250.0
656,Fruit.,,37,38,1889,1901,,
659,Sirloin Steaks with Onions,,1,1,1901,1901,0.0,0.0
660,Dipped Toast,,201,206,1859,1958,0.0,15.0
661,Tripe a la Bordelaise,,4,4,1900,1901,0.0,0.0
662,"Extra Order of Meat, Fish or Eggs, 10c.",,1,1,1900,1900,0.1,0.1
663,Curried Chicken with Rice,,153,158,1900,2928,0.0,3.0
667,Mutton Chops,,627,638,1851,1958,0.0,60.0
668,Potato Chips,,25,25,1900,1987,0.15,0.75
670,Curried Veal and Rice,,52,52,1900,1901,0.0,0.0
671,Broiled Rashers of Bacon,,10,10,1901,1901,0.0,0.0
672,Cold: Ox Tongue,,11,11,1900,1910,0.0,0.0
674,"Tripe, Stewed in Cream",,3,3,1901,1906,0.0,0.0
675,Egg Muffins,,26,26,1900,1907,0.1,0.15
676,Devilled Mutton Kidneys and Bacon,,1,1,1901,1901,0.0,0.0
678,Coffee Cake,,129,135,1893,1987,0.05,5.0
680,"Fried Sausages, Mashed Potatoes",,2,2,1901,1906,0.0,0.0
682,Devilled Kidney,,8,8,1865,1905,0.5,0.5
684,Pettijohn,,10,10,1901,1949,0.2,0.2
685,Fried Ham & Eggs,,1,1,1901,1901,0.0,0.0
687,Boiled Cracked Wheat,,4,4,1901,1901,0.0,0.0
688,Spanish Omelettes,,5,5,1894,1938,0.5,0.55
689,Calves Liver and Onions,,8,8,1900,1917,0.15,0.4
690,Mutton Chops (to order),,2,2,1901,1901,0.0,0.0
691,Lamb Chops,,614,624,1,1988,0.0,75.0
692,Jacket Potatoes,,87,88,1898,1974,0.0,0.0
695,Onions,,158,160,1852,1987,0.0,0.5
696,Boiled Corn Meal with Cream,,2,2,1901,1901,0.0,0.0
697,Maple Syrup,,146,146,1896,1962,0.0,0.1
698,Curried Shrimps and Rice,,15,15,1900,1901,0.0,0.0
699,Fried Fresh Fish,,71,71,1897,1943,0.35,0.8
700,Honey,,305,308,1881,1973,0.0,25.0
701,Fillet Steaks with Mushrooms,,1,1,1901,1901,0.0,0.0
702,Porterhouse Steak and Lamb Chops,,3,3,1901,1901,0.0,0.0
703,Tongues and Sounds,,6,6,1900,1901,0.0,0.0
707,Cornmeal Mush,,10,10,1898,1901,0.0,0.0
708,Breakfast Delight,,11,11,1901,1901,0.0,0.0
710,Fresh Comb Honey,,4,4,1901,1901,0.0,0.0
713,Broiled Boned Smelts,,1,1,1901,1901,0.0,0.0
714,Blue Points on the Shell,,14,14,1899,1900,0.0,0.0
715,Broiled Lobster,,107,115,1887,1961,0.0,60.0
718,Fried Country Sausages and Lima Beans,,2,2,1900,1900,0.0,0.0
719,Oxtail Ragout and Vegetable,,1,1,1900,1900,0.0,0.0
721,Oyster Pan Roast on Toast,,5,5,1900,1901,0.0,0.0
722,Mutton Chops Bratonne,,1,1,1901,1901,0.0,0.0
723,Broiled Chicken with Petit Pois,,1,1,1901,1901,0.0,0.0
724,Roast Leg of English Mutton,,4,4,1900,1900,0.35,0.35
725,Lynnhavens,,354,423,1896,2928,0.0,50.0
726,Hamburger Steak and Onions,,6,6,1900,1918,0.15,0.2
727,Pork Sausages,,17,17,1901,1972,0.0,0.0
728,Veal Cutlets Breaded,,13,13,1895,1907,0.5,0.5
730,Little Neck Clams on the Shell,,11,11,1895,1900,0.25,0.25
731,Frankfurter Sausages and Sauerkraut,,6,6,1900,1900,0.0,0.0
732,Cape Cods,,455,499,1896,1968,0.2,45.0
733,Curried Prawns and Rice with Bombay Duck,,1,1,1901,1901,0.0,0.0
734,Hamburg Steak with Fried Onions,,8,8,1900,1921,0.15,0.75
735,Mashed Turnips,,370,382,1856,1955,0.0,25.0
736,Fried Liver & Bacon,,4,4,1900,1907,0.15,0.15
737,Potatoes,,304,340,1856,2928,0.0,15.0
738,Potatoes Saute,,101,105,1881,1973,0.1,0.4
739,Cherrystones,,519,524,1891,2928,0.0,45.0
740,Fried and broiled Ham,,4,4,1901,1901,,
741,Eclairs,,139,156,1898,1987,0.0,25.0
743,Pies,,132,139,1887,1987,0.05,1.25
744,Potatoes boiled and Mashed,,8,8,1900,1901,,
745,Baked Shad Wine Sauce,,3,3,1900,1900,0.35,0.35
747,Hot Biscuits,,39,41,1898,1959,0.0,0.15
748,Bloaters,,40,40,1900,1970,0.5,0.5
750,Broiled Lamb Kidneys and Bacon,,9,9,1900,1919,0.25,0.5
751,Toast,,434,498,1858,1989,0.0,1.05
752,Frogs' legs in every style,,2,2,1900,1900,0.0,0.0
754,Jelly omelette,,95,102,1900,1985,0.0,25.0
756,Broiled Lamb Chops and Bacon,,2,2,1900,1900,0.45,0.45
759,Sauterne 1ere,,1,1,1900,1900,1.5,1.5
760,St. Julien Superieur,,7,8,1886,1937,0.5,3.5
761,Pontet Canet,,363,398,1859,1955,0.0,200.0
762,Haut Sauternes,,263,290,1865,1973,0.0,150.0
763,Sherry,,398,422,1866,1990,0.0,3.5
764,Laubenheimer,,257,278,1881,1955,0.0,100.0
765,Smoked Tongue,,122,122,1859,1963,0.2,2.65
766,Niersteiner,,340,364,1864,1983,0.0,100.0
767,Hochheimer,,238,252,1852,1918,0.0,150.0
769,Mumm's Ex. Dry,,2,2,1891,1900,4.0,4.0
770,Pommery Sec,,264,268,1881,1918,0.0,400.0
771,Cliquot Sec,,1,1,1889,1891,,
772,"Moet & Chandon, White Seal",,266,270,1884,1949,1.4,350.0
773,"Moet & Chandon, Brut",,10,10,1892,1914,1.75,5.0
774,Irroy Brut,,25,25,1892,1906,1.75,4.0
776,Apollinaris,,1368,1476,1,1988,0.0,40.25
777,Johannis,,384,479,1,1918,0.0,40.25
778,Blue Point Oysters,,472,510,1887,1987,0.0,40.0
779,Consomme Daumont,,7,7,1898,1914,0.25,0.25
781,Bisque of Crawfish,,18,18,1889,1924,0.25,0.45
782,Timbales Warsaw,,1,1,1900,1900,0.0,0.0
783,Fillet of Beef with Fresh Mushrooms,,1,1,1900,1900,0.0,0.0
784,Trevise Tomatoes,,2,2,1899,1900,0.0,0.0
785,Poularde Stuffed with Chestnuts,,1,1,1900,1900,0.0,0.0
786,French Peas with Butter,,1,1,1900,1900,0.0,0.0
787,"New Asparagus, Cream Sauce",,4,4,1900,1916,0.15,0.15
788,Sherbert Roman,,1,1,1900,1900,0.0,0.0
789,Red Head Duck,,89,90,1882,1907,0.6,250.0
790,Celery Salad,,413,426,1882,1973,0.0,60.0
791,Fancy Ice Cream,,161,161,1887,1953,0.25,0.5
793,Broiled Shad Maitre d'Hotel,,3,3,1900,1913,,
794,Cakes,,377,384,1887,1988,0.0,2.75
795,Cheese,,1559,1596,1,1990,0.0,40.0
796,Mutton chops fried potatoes,,2,2,1901,1901,0.0,0.0
797,"ROAST SQUAB ON TOAST, WITH APRICOTS",,3,3,1900,1900,0.0,0.0
798,"ASPARAGUS, BROWN BUTTER",,4,4,1899,1900,0.0,0.0
799,Beef Steak & fried onions,,7,7,1901,1901,0.0,0.0
800,BAKED SWEET POTATOES,,312,313,1852,1965,0.05,30.0
801,Smoked Snapper,,9,9,1901,1901,0.0,0.0
802,Fillets of Steak with Champignons,,1,1,1901,1901,0.0,0.0
803,Curried Lamb and Rice,,24,24,1900,1901,0.0,0.0
804,Broiled Chicken on Toast,,37,37,1900,1915,0.5,1.0
805,Curried Shrimps & Rice,,3,3,1901,1901,0.0,0.0
806,"Stewed Tripe, Cream sauce",,2,2,1901,1901,0.0,0.0
807,Mutton Chops with Fried Potatoes,,2,2,1901,1901,0.0,0.0
808,Kaffee,,828,867,1888,2005,0.0,0.0
809,Obst.,,12,12,1899,1901,,
810,Hamburg Steak with Onions,,20,20,1900,1941,0.35,0.75
811,Nachtisch.,,5,5,1900,1901,,
812,Fried Gar fish,,1,1,1901,1901,0.0,0.0
814,Batter Cakes,,8,8,1900,1901,,
816,Oat Meal Porridge,,2,2,1901,1901,0.0,0.0
817,Eels,,19,19,1880,1914,0.15,0.5
818,Pork Cutlets,,26,30,1901,1910,,
820,Hamburg Steak Spanish Sauce,,2,2,1901,1901,0.0,0.0
821,Lemon Soda,,188,191,1890,1953,0.05,10.0
822,Tea & Coffee,,11,11,1900,1901,,
823,Clysmic,,166,168,1892,1928,0.15,40.0
824,Russischer Borscht,,2,2,1900,1900,0.0,0.0
825,"Rice, Semolina",,1,0,1900,1900,0.0,0.0
826,Pork Cutlet,,3,3,1900,1901,0.0,0.0
827,Buffalo Lithia Water,,14,14,1900,1907,0.05,0.6
828,1/4 chicken,,5,5,1900,1944,0.0,1.0
829,Congress Water,,332,338,1858,1915,0.0,25.0
830,Roast Duck,,85,85,1892,1993,0.0,15.25
831,Giblets,,2,2,1900,1900,0.0,0.0
832,Hunyadi,,29,30,1891,1933,0.1,40.0
834,Cabbage,,126,133,1852,1980,0.0,20.0
835,Cornbread,,24,24,1900,1901,,
836,Russet Cider,,35,36,1881,1915,0.05,0.75
837,Salad,,520,551,1854,2001,0.0,75.0
838,Cucumber,,326,360,1887,2928,0.0,50.0
839,Londonderry Lithia,,92,92,1895,1913,0.15,40.0
840,Lockchen Pudding,,2,2,1900,1900,0.0,0.0
841,Vienna Pudding,,5,5,1900,1901,0.2,0.2
842,Semolina Pudding,,17,17,1900,1938,,
844,Liver,,21,21,1892,1971,0.0,0.35
845,Goulash,,10,10,1899,1943,0.0,0.0
846,Klops,,2,2,1900,1900,0.0,0.0
849,Sally Lunn Buns,,7,7,1900,1900,0.0,0.0
850,Minced Chicken with Creamed Rice,,1,1,1901,1901,0.0,0.0
851,Lockchen Ferfel,,1,1,1900,1900,0.0,0.0
852,"Veal Chops, Breaded, Sauce Tomate",,1,1,1901,1901,0.0,0.0
854,Steak,,32,34,1884,1961,0.0,30.0
855,Coffee and Tea,,11,11,1900,1976,,
856,Wiener Schnitzel,,88,95,1899,1992,0.0,4.0
857,"Lambs' Liver, Fried with Onions",,1,1,1901,1901,0.0,0.0
858,Calves' Liver and Bacon,,15,15,1900,1912,0.15,0.7
859,potage a la chatelaine,,2,2,1900,1900,0.0,0.0
860,"Fillet Steaks, Spanish Style",,1,1,1901,1901,0.0,0.0
861,Eggs au Soleil,,1,1,1901,1901,0.0,0.0
862,Stewed Beef,,9,9,1889,1901,0.1,0.15
863,Soup Meat,,2,2,1900,1900,0.0,0.0
865,Pickled Mackerel,,6,6,1892,1939,0.0,0.0
866,Corned Beef and Cabbage,,257,261,1856,1961,0.1,85.0
867,Oyster Patties,,174,179,1865,1938,0.1,50.0
868,Fillet of Beef a la Financiere,,2,2,1900,1900,0.0,0.0
869,Curried Mutton and Rice,,10,10,1900,1901,0.0,0.0
870,Beef and Brown Potatoes,,17,17,1900,1900,0.0,0.0
871,Pork and Apple Sauce,,13,13,1900,1900,0.0,0.0
872,Cauliflower,,887,943,1865,1987,0.0,70.0
873,String Beans,,1491,1573,1858,2928,0.0,60.0
874,Chicken Liver on Toast,,4,4,1900,1901,0.0,0.0
875,Boiled and Mashed Potatoes,,62,63,1891,1912,0.05,0.15
877,"Rice Custard, Cream Sauce",,4,4,1900,1900,0.0,0.0
878,Blackberry Pie,,118,121,1854,1958,0.05,5.0
880,Italian Cream,,22,22,1864,1948,0.0,0.0
882,Crackers and Cheese,,104,107,1881,1946,0.0,0.15
884,Roast Phil'a Chicken,,2,2,1900,1900,0.0,0.0
885,Red Herrings,,1,1,1901,1901,0.0,0.0
886,"Turtle Steaks, Perigueux",,1,1,1901,1901,0.0,0.0
887,Broiled Mutton Chops,,51,51,1859,1910,,
888,Chicken Livers on Toast,,5,5,1900,1965,0.25,1.6
889,Hamburger Steaks,,5,5,1901,1905,0.2,0.2
890,Broiled Cumberland Ham (to order),,1,1,1901,1901,0.0,0.0
891,"Veal Cutlets, Tomato Sauce",,57,57,1858,1910,0.25,35.0
892,Stewed rhubarb,,245,263,1889,1973,0.0,35.0
893,Frizzled Bacon (to order),,1,1,1901,1901,0.0,0.0
894,Fried Potatoes,,566,580,1856,1987,0.0,15.0
895,"Stewed Tripe, White Sauce",,1,1,1901,1901,0.0,0.0
896,Stewed French prunes,,27,27,1892,1943,0.1,5.0
897,Florida oranges,,16,16,1884,1907,0.15,0.3
898,Pork Sausages with Fried Apples,,1,1,1901,1901,0.0,0.0
899,Sliced bananas with cream,,117,121,1900,1961,0.0,10.0
900,Hot corn muffins,,10,10,1900,1946,0.0,0.0
901,Schottische Suppe,,6,6,1900,1901,0.0,0.0
902,Pork Sausage with White Wine,,1,1,1901,1901,0.0,0.0
903,"Rindsmittelrippe, Bercy Art",,3,3,1900,1900,0.0,0.0
904,Buttered toast,,510,524,1856,1969,0.0,15.0
905,Shrewsburys,,15,15,1895,1912,0.25,0.7
906,"Succotash, amerikanische Art",,2,2,1900,1900,0.0,0.0
907,Milk toast,,675,690,1856,1965,0.0,30.0
908,Puterbraten,,49,49,1899,1907,0.0,0.0
909,Cream toast,,486,495,1865,1961,0.0,30.0
910,Boston cream toast,,11,11,1900,1945,0.0,0.0
911,Cotuits,,300,345,1900,2928,0.0,45.0
912,Bratapfel mit Schlagsahne,,13,13,1899,1900,,
913,Codfish Balls,,44,44,1856,1910,0.15,0.6
914,Aprikosen- & Pflaumen-Kompott,,1,1,1899,1899,0.0,0.0
915,Tomatoes,,457,463,1858,1987,0.0,15.0
916,Reistortchen,,3,3,1900,1900,0.0,0.0
917,Entre-cote a la Bercy,,3,3,1900,1900,0.0,0.0
918,Succotash a l'americaine,,3,3,1900,1900,0.0,0.0
919,Roast Turkey,,246,250,1851,1963,0.0,3.55
920,Baked Potatoes,,1293,1326,1859,2012,0.0,20.0
921,Baked apples & whipped cream,,15,15,1899,1910,0.0,0.0
922,Stewed apricots & prunes,,7,7,1899,1900,0.0,0.0
923,Rice tartlets,,8,8,1900,1900,0.0,0.0
925,Salzmakrele,,57,57,1899,1907,,
926,Beefsteak,,229,304,1,1958,0.0,15.0
927,Geback. Labskaus,,1,1,1899,1900,0.0,0.0
928,Gekochter Reis,,63,63,1900,1935,,
929,Corned beef hash browned,,36,36,1898,1921,0.15,1.0
930,Sardellen,,190,220,1896,1961,0.0,15.0
931,Anchovis,,172,173,1899,1915,0.0,0.2
932,Delikatess Haringe,,35,35,1899,1901,,
933,Aal in Gallert,,65,65,1899,1910,0.0,0.0
934,Gerauchter Rheinlachs,,1,1,1900,1900,0.0,0.0
935,Mutton Chops & Chips,,9,9,1900,1906,,
936,Rotwurst,,48,48,1899,1910,0.0,0.0
937,Sulze,,91,91,1899,1907,,
938,Leberwurst,,186,187,1899,1965,0.0,0.5
939,Nagelholz,,91,91,1899,1910,0.0,0.0
940,Gekochter Yorkshire Schinken,,62,63,1899,1910,,
941,"Beef steak, Onion Sauce",,2,2,1900,1900,0.0,0.0
942,Piccalilly,,75,75,1899,1910,0.0,0.0
943,Salzgurken,,53,53,1899,1912,0.0,0.0
944,Radieschen,,224,227,1899,1969,0.0,0.0
947,Sardelles,,80,80,1897,1939,0.3,0.65
948,Fried Tom Cod,,12,12,1900,1918,0.3,0.3
949,Heat Roll,,1,1,1900,1900,0.0,0.0
950,Pickled Herrings,,65,66,1899,1950,0.4,0.4
951,Eel in Jelly,,89,89,1899,1954,0.0,0.0
952,Brawn,,157,157,1892,1910,0.0,0.0
953,Black Sausage,,46,46,1899,1910,0.0,0.0
954,Liver-sausage,,21,21,1899,1901,0.0,0.0
955,Smoked beef,,243,246,1888,1965,0.2,0.5
958,Smoked Rhine salmon,,60,60,1899,1910,0.0,0.0
959,Boiled Yorkshire ham,,70,70,1899,1910,0.0,0.0
960,Stewed Pineapple and Rice,,1,1,1900,1900,0.0,0.0
961,Pickled cucumbers,,13,13,1899,1910,0.0,0.0
964,Stewed Prunes and Rice,,9,9,1898,1910,0.0,0.0
965,Plum Tart,,13,13,1900,1985,0.1,6.0
966,T. Hennessy & Co's Cognac,,1,1,1900,1900,0.0,0.0
967,Oysters a la Poulette,,112,113,1881,1957,0.3,50.0
968,Vermicelli Pudding,,29,29,1900,1933,0.2,25.0
969,Sirloin Steaks with Mushrooms,,3,3,1901,1901,0.0,0.0
970,"Cabinet Whiskey, 15 years old",,1,1,1900,1900,0.0,0.0
971,"Pork Chops, Breaded Sauce Diable",,1,1,1901,1901,0.0,0.0
972,Old Pepper Whiskey,,8,8,1900,1901,0.15,2.0
973,Sausages,,60,61,1853,1967,0.0,3.25
974,Madeira Cake,,2,2,1900,1973,0.0,0.0
975,Fine Old Rye,,1,1,1900,1900,0.0,0.0
977,Rock and Rye,,33,33,1900,1965,0.1,2.0
978,Indian Muffins,,4,4,1900,1905,0.0,0.0
979,Old Crow Whiskey,,23,23,1884,1918,0.1,2.5
980,"Tea, Coffee and Chocolate",,1,1,1900,1900,0.0,0.0
981,Mount Vernon Whiskey,,19,19,1900,1950,0.1,2.5
982,Prünellen- & Pflaumen-Kompott,,4,4,1899,1900,0.0,0.0
983,Applejack,,8,8,1900,1969,0.3,0.6
985,Hominy Fritters,,25,26,1893,1969,0.2,0.2
986,Fine Holland Gin,,2,2,1900,1900,0.0,0.0
987,Beef Steak and Onions,,10,10,1900,1901,0.4,0.4
988,Old Tom Gin,,155,156,1873,1941,0.0,150.0
989,Raspberries,,182,235,1865,1941,0.0,35.0
990,Home Made Wild Cherry Bitters,,1,1,1900,1900,0.0,0.0
991,"Kidney Saute, Madeira",,1,1,1901,1901,0.0,0.0
992,Blackberry Brandy,,133,134,1882,1985,0.0,3.0
993,Vermouth,,311,318,1858,1989,0.0,20.0
994,Hohlhippen,,10,10,1899,1901,0.0,0.0
995,Hostetter Bitters,,5,5,1900,1900,0.15,0.15
996,Booker's Bitters,,1,1,1900,1900,0.0,0.0
998,Sirloin of beef with stewed tomatoes,,3,3,1901,1901,0.15,0.15
999,Boonerkamp Bitters,,1,1,1900,1900,0.0,0.0
1000,Pork Chop,,71,72,1,1974,0.0,30.0
1001,Gilka Kummel,,41,42,1900,1962,0.15,15.0
1002,Rhine Wine,,87,92,1892,1963,0.1,4.0
1003,Port Wine,,52,55,1892,1958,0.1,3.5
1004,Lobster Croquettes,,78,78,1883,1907,0.3,1.0
1006,Claret,,256,269,1866,1974,0.0,40.0
1007,Milk Punch,,110,111,1856,1962,0.0,15.0
1008,Milk Punch with egg,,10,11,1900,1944,0.15,0.65
1009,Kipperd Herrings,,1,1,1901,1901,0.0,0.0
1010,Claret Punch,,149,150,1856,1962,0.0,15.0
1011,Mignon Fillet a la aux Gourmets,,1,1,1901,1901,0.0,0.0
1012,Manhattan Cocktail,,188,197,1899,1968,0.0,1.25
1013,Calfs Liver Bordelaise,,1,1,1901,1901,0.0,0.0
1015,Whiskey Cocktail,,38,40,1856,1938,0.0,1.25
1016,"Minced Turkey, on Toast",,2,2,1901,1901,0.0,0.0
1017,Broiled Sirloin Steak,,90,99,1880,1983,0.6,60.0
1019,Fried Ham (to order),,1,1,1901,1901,0.0,0.0
1020,Breakfast Bacon (to order),,1,1,1901,1901,0.0,0.0
1021,Sally Lunns,,25,25,1900,1910,0.0,0.0
1023,Soups,,92,92,1898,1987,0.05,1.65
1024,Fish,,103,104,1851,1985,0.0,2.25
1025,Kapaunenbraten,,10,10,1899,1901,0.0,0.0
1026,Hashed Turkey en Bordura,,1,1,1901,1901,0.0,0.0
1027,Erdbeeren,,19,19,1899,1959,0.0,0.75
1028,Potato Cake,,10,10,1900,1980,0.0,0.0
1029,Entrees,,70,73,1897,2006,,
1030,Kopf-Salat,,83,83,1899,1910,0.0,0.0
1031,Gries-Pudding,,2,2,1900,1900,0.0,0.0
1032,Potted Beef,,1,1,1901,1901,0.0,0.0
1034,Anchovies on Toast,,99,100,1892,1957,0.2,40.0
1035,Obst,,176,176,1888,1938,,
1036,Nachtisch,,193,193,1890,1910,,
1037,Caviar on Toast,,135,138,1890,1940,0.0,35.0
1039,"Hamburger Steak, Onion Sauce",,4,4,1901,1917,0.15,0.2
1040,Lyon Sausage,,183,193,1886,1955,0.2,30.0
1041,Potage a la creme d'asperges,,2,2,1900,1900,0.0,0.0
1042,Consomme a la royale,,26,26,1886,1907,0.0,0.0
1043,Lamb chops a la Villeroi,,2,2,1900,1900,0.0,0.0
1044,porridge,,55,62,1892,1987,0.0,20.0
1045,Sliced beans a l'anglaise,,4,4,1899,1901,0.0,0.0
1046,Hotch potch of ox-tails,,2,2,1900,1900,0.0,0.0
1047,Roast capon,,99,99,1880,1939,0.75,6.0
1048,Puree of Artichokes a la Conde,,2,2,1900,1900,0.0,0.0
1049,Lettuce Salad,,1566,1680,1881,1974,0.0,40.0
1050,Tutti-frutti ice cream,,74,75,1892,1971,0.15,25.0
1051,Marchpane pastry,,6,6,1900,1901,0.0,0.0
1052,Dessert,,775,820,1864,2928,0.0,40.0
1053,Roastbeef,,191,242,1891,1987,0.0,45.0
1054,Potatoes a la dauphine,,7,7,1899,1901,,
1055,Tutti-frutti Rahmeis,,7,7,1899,1910,,
1056,Marzipan-Geback,,2,2,1900,1900,0.0,0.0
1057,Rostbraten,,134,134,1899,1907,,
1058,Dauphine Kartoffeln,,10,10,1899,1910,0.0,0.0
1059,"Fillets of Halibut, Brown Butter Sauce",,3,3,1901,1901,0.0,0.0
1060,Lambs' Liver with Eastern Bacon,,4,4,1901,1901,0.0,0.0
1062,Oyster Omelettes,,5,5,1901,1901,0.0,0.0
1063,Soup à la crécy with sago,,3,3,1899,1900,0.0,0.0
1064,Sweet Pickles,,597,628,1890,1965,0.0,20.0
1065,Beef braise a la bourgeoise,,3,3,1891,1900,0.0,0.0
